filename	read_id
nanopore.fast5	0daa9340-3a1d-4286-aab7-68f78b735706
nanopore.fast5	1273dd85-2981-4e4f-8ff8-e0c02bfafcf7
nanopore.fast5	11874cc0-8643-49eb-abb3-2163d1f939be
nanopore.fast5	55bb0b8a-df94-420a-bf94-12d5f774a412
nanopore.fast5	9a526195-3f04-4e64-a159-b7ac57dcb642
nanopore.fast5	b9612dcd-94fa-41e9-b862-9d1fd6ef9252
nanopore.fast5	5330e7ac-635c-40b6-b456-68556fd73b4f
nanopore.fast5	6f438541-fe51-4902-939c-4740e01d499a
nanopore.fast5	9230e0af-1e32-4d32-b265-75f879b57f7d
nanopore.fast5	24cab230-c3c9-416c-b20e-4a1264b2b8ba
nanopore.fast5	7281c806-cfaf-4588-b3c0-37d8fa247b56
nanopore.fast5	93cf69b2-42b4-466e-a68b-8ca9eb960fd1
nanopore.fast5	ad5a1d78-5a97-4065-87d7-a0ec7e6cfcb4
nanopore.fast5	b1ed9054-f646-4bcc-9484-782c2215885f
nanopore.fast5	5c32de0e-24ec-4e5d-96d8-35dbd03c4b23
nanopore.fast5	97dcebda-f2db-48a2-9226-4b43a9b7bfa8
nanopore.fast5	a9e08144-848f-40a1-88d2-ad8ab0ee4dd7
nanopore.fast5	6f40b3bf-ecf2-427b-8f7a-28642b499254
nanopore.fast5	bf36ccc8-e9ce-424a-9172-b44f29486a2b
nanopore.fast5	58d363fa-e5c8-41de-b462-123afc4d2d16
nanopore.fast5	31e20696-f2ad-4a3e-89d2-b61917df390d
nanopore.fast5	5bf8e517-4ad9-44cc-9e35-393eaeb8de8d
nanopore.fast5	88f49da1-b8b1-4b56-a5c7-34994b55be2c
nanopore.fast5	10e02f48-9e06-4671-a6f8-9d580c320daf
nanopore.fast5	5e3be101-ca8f-4a6c-b7ce-b5076264f93b
nanopore.fast5	4743fed9-42ae-4ebd-8bc9-b66ce5fe5b73
nanopore.fast5	cc144bc1-08b8-4f49-b0a2-0a832c90ffe2
nanopore.fast5	54845e84-3a4d-4034-982e-09bbdaf83a5d
nanopore.fast5	26c12dfe-0a13-4316-9edd-e41cb5f1ab96
nanopore.fast5	04e02ad1-be99-4b3d-9c1d-028f801796ce
nanopore.fast5	90c9439b-5422-43ba-8658-4141ee3e36a1
nanopore.fast5	50409d5f-7a20-4f31-b115-c94426bfb22d
nanopore.fast5	a4785fa6-9813-4917-8dae-f6b5a0840d72
nanopore.fast5	fb679a48-6671-487b-b00b-a45671f737a4
nanopore.fast5	4e3d0a7a-d10d-46c5-b8bb-bed6bd15ce78
nanopore.fast5	3809ef7b-a9be-4ea0-a8c2-883e1d780205
nanopore.fast5	b6c06527-fce5-4929-b5e6-fac23fbaf38a
nanopore.fast5	a09e6e0d-9ab3-40c2-bbc6-124e4132d62a
nanopore.fast5	2788ee5d-8a42-42e7-97ea-1c92324443f6
nanopore.fast5	8eb12755-28a4-4370-ab94-329b089403e8
nanopore.fast5	3c087356-d0cf-438c-97d6-a97d496f733b
nanopore.fast5	a6e8e96f-a3e0-4242-b049-0a7ffcf4c0b6
nanopore.fast5	a12df7a6-566f-4c07-affa-b4a70c44e75f
nanopore.fast5	fc47ce63-c3e6-4407-8b21-963b0365b395
nanopore.fast5	f4462e59-b652-4784-8085-72a4d0cc3714
nanopore.fast5	1bc31111-c218-4481-a04c-d8ebe4f37cb6
nanopore.fast5	2ff34ed2-7b2b-4664-b632-71615a022bde
nanopore.fast5	28c8fcd7-a6c8-4608-a92a-bfda9592e897
nanopore.fast5	de1f1515-b5b4-427c-80f6-667602ea70ed
nanopore.fast5	9a09f040-8536-464f-97a7-ca2d52214e5c
nanopore.fast5	fe7b86fc-0d34-4335-9f13-d9c75cf1ea9b
nanopore.fast5	8dbcf7f3-9f94-4708-b877-13ee37efef9d
nanopore.fast5	c2c95a05-785d-4594-9161-ae362b197939
nanopore.fast5	5b70eb48-5d1d-45b9-9c75-33d4b68a4964
nanopore.fast5	1dc1973c-0686-49a2-8b7f-fb44c031430c
nanopore.fast5	8ba59a87-8f54-42fa-b1b8-50c8eff2c8a4
nanopore.fast5	d77bceb7-449f-4f50-8809-f21a5a4df8ee
nanopore.fast5	9e1b9c5f-03c8-45d0-84b7-ca36704ae2cb
nanopore.fast5	8e38ce75-f078-422b-9174-66e13aad0836
nanopore.fast5	bf6dbb51-eac5-46d1-8d98-d932a5a15c64
nanopore.fast5	e29b6fa6-7382-402f-bae2-46dcdd868ce9
nanopore.fast5	5183fe20-8e12-42c3-b01d-32b5b82d4197
nanopore.fast5	99d5bd96-824a-4beb-8f2f-4eef09f5a5f2
nanopore.fast5	db3e085b-3f62-4b3a-b1df-9a99272292f8
nanopore.fast5	d94b57d1-ed59-4729-9b4c-c2384a88b215
nanopore.fast5	2d973f5b-c641-456a-a115-00e5e8daba87
nanopore.fast5	df4b12ea-da8d-4b4b-bb13-fffffb8140a4
nanopore.fast5	59116bec-7490-4d96-bd76-0c3c22868811
nanopore.fast5	289ce97d-b7cb-4f78-b52a-bedf6765d8cd
nanopore.fast5	4cc6a809-1662-41bc-8e8d-f8968d64fef4
nanopore.fast5	c5ce8ef7-f9d1-463c-9898-c2755cbf5e27
nanopore.fast5	739ca2a4-c10f-4bab-910c-44702e0ee849
nanopore.fast5	98f11ab4-dc5d-4ec1-a2f7-7ed726bbbef0
nanopore.fast5	77b51ad3-9bbc-4cf4-88a7-5118132b4c46
nanopore.fast5	147ce552-9951-4913-8091-0f5a71c0b70a
nanopore.fast5	18ccfcb2-aaa3-4f31-94ca-962ed9066925
nanopore.fast5	6ac647f8-06aa-406b-8e9e-5134131a3065
nanopore.fast5	49ef1f64-5002-463e-aafc-3aecd3b67839
nanopore.fast5	644562e2-cdfc-4747-8af9-ee45faff9437
nanopore.fast5	c47c6429-8d7d-4adf-b16e-659a7579ac0e
nanopore.fast5	863b91a2-7cd7-456e-bb79-d8468ea578c0
nanopore.fast5	3253bd6e-7ff0-43d3-9658-d34274c6fc36
nanopore.fast5	b66ec4c3-2982-4756-8194-39aaeaaa6ba0
